ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16_20_COMP_Total,E_16_20_COMP_Dem,E_16_20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_16_22_COMP_Total,E_16_22_COMP_Dem,E_16_22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep
11,11,460813,393984,33111,25474,6455,4188,535,512499,427041,45215,29061,8592,4686,866,538539,434258,51975,30985,9939,11176,876,524798,434354,48234,30847,9600,4563,737,539237,437625,54447,32165,10458,5848,847,386826,338340,23538,18376,4665,3247,383,429063,371270,29916,19499,4701,3151,86,461615,383756,37803,22549,7607,8733,564,461615,383756,37803,18441,5871,1300,136,1407,12901,439265,378400,31951,19662,4922,3229,153,451583,383867,36580,20761,5630,3467,200,239542,103268,132801,238740,96653,142087,281082,86399,184635,275125,87688,170857,249700,84203,165497,250187,81004,164464,248657,72244,171666,270839,85787,179625,328743,104724,220972,277559,82210,193176,270758,76237,191599,271270,73623,196316,268604,68389,200215,265952,73336,192616,268488,72063,194840
12,12,430185,272016,75237,75381,8606,4406,941,498210,282749,114388,91461,11417,4842,546,536474,277218,146154,97503,13091,11831,1024,511450,282825,124166,94744,11915,5897,675,543162,281760,149365,99704,13180,6206,502,331730,226723,48821,49856,6146,3147,639,365308,234434,66039,55648,6026,2732,139,421893,237490,102491,68067,9941,8941,735,421893,237490,102491,58663,7873,1071,190,1955,12160,376833,236866,73376,57271,6255,2872,143,397938,238975,88743,60298,6929,2585,169,173768,84551,87161,171836,84559,87277,206587,89823,108124,202044,84081,107614,176314,80383,95931,176294,79658,93928,175122,73811,98292,196860,86610,106460,250836,112464,135272,187524,77805,107723,165323,63322,99974,165609,61649,102760,163591,59239,104352,162141,61706,100435,156779,23608,102951
13,13,385521,279259,49011,39744,16299,3885,814,476409,320382,77090,55429,24847,3622,928,536634,338004,94583,59440,29717,10247,1200,491115,323740,82887,55279,28007,3824,1380,535017,339553,96509,63683,28317,6839,1078,299918,227986,32447,26713,11368,2728,551,351218,257383,44092,33107,13768,2130,74,426144,283211,67031,42164,21787,7901,862,426144,283211,67031,35306,18220,956,291,3651,17478,361891,262085,47670,33502,15381,2307,338,392269,279405,56082,36877,16052,2780,415,188516,80891,105573,193957,80254,113703,228756,90158,130443,225222,82422,132864,211181,89216,121966,211406,88240,120463,209532,80212,125559,229114,92666,132631,294136,126289,164931,231280,90523,138786,219841,83451,134360,219982,79568,139108,217398,75043,142355,215707,78459,137248,214882,61993,139532
14,14,481440,272990,141721,48452,23697,4162,1015,535816,280375,175163,57295,30728,4739,1377,535992,262398,181328,54050,38091,8661,1214,546737,280090,185017,59556,33271,4252,1288,547934,273175,189720,58139,34782,4668,1827,377135,223104,105085,34450,17338,3035,725,375584,225549,99725,32911,14564,1862,205,429795,219461,140178,40473,28116,6732,860,429795,219461,140178,29525,23918,582,202,2429,13500,384970,225204,109601,31999,15181,2048,195,388341,222517,114037,32352,16159,2067,284,216567,110335,104174,224346,113928,110418,247525,124487,110485,242247,111331,120815,211357,111308,100049,211911,110807,98560,210117,97519,109208,233762,116655,112157,282433,144735,133701,220206,106026,111196,194576,87265,104595,195049,85456,108075,193074,82903,110171,191140,84353,106787,192114,92071,100043
15,15,458768,165683,96664,179553,20103,4551,1921,533950,161395,137471,214427,22739,5030,1283,534207,149480,142139,212916,24640,9504,1545,542189,159364,142257,221639,23384,4678,1126,548987,153447,146043,224682,26124,6191,1369,341730,137213,67811,122553,15218,3254,1385,342294,129779,71514,125376,12099,2727,180,407725,126217,103348,152801,19367,7283,1156,407725,126217,103348,138924,15784,796,318,5139,17199,349012,128303,74485,130727,12129,2359,70,355971,127267,76935,134572,13687,2428,250,171693,111488,58815,168324,111386,56938,190878,123716,59525,186729,112547,66592,161526,108346,53180,162069,109479,50946,160174,102417,55240,179145,116494,59464,217176,142841,71699,159241,99910,57554,130078,77836,50833,130070,74471,54326,128237,72274,55963,127092,74045,53047,128309,73929,52481
16,16,433880,170611,81556,174422,12923,4475,1113,512077,190814,123895,190622,17442,4889,1079,535448,194496,126807,194348,22907,9892,1435,520746,193732,124614,194234,19369,4647,889,525413,192872,126614,194999,20774,6096,1029,330562,147123,56497,119586,9955,3245,803,362497,161606,68728,121392,7400,2629,277,420545,170706,91609,139639,18222,7522,1005,420545,170706,91609,125907,14515,936,323,2808,13741,371048,165599,70531,123519,8285,2219,275,376526,166624,73137,124122,9142,2380,288,171401,124101,45405,175081,129091,45990,194928,132495,53429,190885,123472,58675,170181,121736,48445,171110,122922,46230,169485,113471,53084,188077,129134,55353,237235,160942,72618,174479,115339,56889,149667,94080,53286,149959,92346,56001,148576,90566,58010,147193,92126,55067,147876,95510,52155
17,17,427694,220436,142965,46843,24283,4022,1212,502648,222660,196163,57483,33349,3186,1097,533788,217642,214536,67001,38331,10515,1607,508081,224419,196667,59718,34533,3895,1257,535797,225657,213989,67526,36251,5121,1395,335888,184179,103136,33944,18457,2970,867,366117,185131,126243,33847,17911,1443,210,427713,185882,162660,50451,29682,8240,1200,427713,185882,162660,35951,24570,611,302,3143,14594,370585,185968,128482,35007,17888,1771,355,394684,190259,140825,40656,19292,1984,420,180364,102488,76311,178409,102247,76162,219097,127368,79293,214421,112915,91869,185346,113065,72281,185608,113662,69568,182653,104274,74316,205734,119814,80827,249448,147772,97856,185679,105307,77499,155027,84372,68667,155031,80829,72866,152909,78589,74320,151650,79906,71744,152996,83051,68354
18,18,522627,423483,42230,32487,22352,4471,1148,550523,422818,54367,45243,27464,4712,1249,542722,399293,60164,42425,29522,10871,1137,555751,423308,56106,46738,28130,4778,1392,547572,406627,59671,47080,29280,5664,1497,434067,364303,29684,21220,16555,3379,762,437092,359155,32913,26204,15138,2785,371,460442,353127,44658,29481,22901,8683,817,460442,353127,44658,23902,19512,1016,359,2081,15787,443915,360932,34703,27901,16623,2832,379,442403,353200,37990,29100,17959,3323,254,256280,131119,121825,247845,126454,121391,274845,122449,138280,268069,117441,135300,237456,120107,117350,237744,114672,118881,235569,98869,131238,259821,119780,133481,309456,145170,160125,251432,113645,134655,231055,100416,126859,231776,99378,130856,228987,94385,134602,226817,97925,128892,229493,106578,119253
19,19,480256,371113,40464,53398,14679,4744,1177,520402,386521,56565,58825,17903,5065,956,537497,380164,62184,62588,21876,12006,1515,528831,387373,59568,61997,18489,5123,951,542651,388011,64761,65688,21605,6671,1699,385053,308452,28112,36359,10751,3477,784,408720,321359,36401,36638,9804,2922,383,440944,325753,44752,44448,16314,9225,1069,440944,325753,44752,37306,12097,1107,348,2157,17424,416761,324815,38902,38496,10235,3052,340,429285,329465,43641,39516,11499,3297,330,253300,113018,137491,253713,111553,142160,281752,107547,159387,276215,101143,159584,249880,108929,140951,250031,103599,142547,247738,94732,148010,270663,108388,155545,322241,134514,183038,260503,101117,156029,238675,89550,146400,238837,86026,151256,235991,80572,155419,233579,84821,148758,236642,86063,150579
20,20,421909,295722,69949,45918,10635,3518,807,503770,332205,95297,61399,16208,3633,864,535067,334729,107290,67546,19627,10635,1067,518587,338360,100014,65567,16106,3895,852,538483,343676,105557,69543,17462,5658,652,326205,244244,44279,29935,7344,2438,502,370356,274772,46622,37615,7874,2433,184,423758,284208,72976,46504,14064,7964,750,423758,284208,72976,39507,11289,930,285,1797,12766,383089,280571,50781,40337,8287,2368,204,398885,288574,54774,43189,9048,2442,155,195291,87234,106008,199448,87026,112422,233490,93509,129597,229194,87389,131014,211183,91891,119292,211419,90716,117721,209852,81164,124649,230126,94987,130380,289236,125392,160336,232669,91996,138132,222046,83056,136445,222338,80952,140089,220515,77362,143153,218571,80414,138157,220504,79906,140367
21,21,489943,406935,43939,24717,12929,4084,783,519787,413469,59499,31091,16197,4029,951,535205,406810,66060,33794,18637,10766,1150,527149,412513,62212,35622,16461,4425,913,531757,407210,66855,38454,17230,5738,1217,397647,341077,29755,16024,9119,3058,519,405002,341430,33971,18148,8433,2341,292,443414,350646,47040,23128,13860,8323,784,443414,350646,47040,17709,10901,961,294,1590,14273,411192,343517,36070,19961,8554,2541,331,417378,342811,40303,22182,9194,2392,232,251798,124338,124370,246755,117711,129044,269050,107264,149162,262418,104188,143319,232105,105332,126773,232573,101177,127567,230714,88525,137637,255326,106118,143149,308940,130255,174650,251369,100100,148226,234363,88905,142184,234983,86618,146954,232290,82389,149901,230439,85901,144538,232882,90414,139618
