ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16_20_COMP_Total,E_16_20_COMP_Dem,E_16_20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_16_22_COMP_Total,E_16_22_COMP_Dem,E_16_22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep
21,21,161759,85933,14801,53205,7794,1586,250,166947,83836,18582,56844,7806,1722,221,176405,82366,24001,58009,10422,3296,288,166583,84203,19359,55464,7558,1859,250,171036,84038,21447,56984,7921,2624,414,132428,75775,11496,38048,6879,1247,173,128671,73014,11949,39233,3160,1157,89,143932,72883,18655,41777,8886,2571,222,143932,72883,18655,38662,7403,328,53,708,5240,128471,72660,12447,39180,2838,1129,85,132177,72443,14363,39960,3255,1598,115,71527,46549,23973,65117,42460,22657,70226,43532,23242,68709,40500,25614,60027,40728,19299,60203,40136,19372,59449,37778,20637,65645,42068,22370,77896,50191,26503,57784,35952,21046,46793,27632,18541,46856,27044,19347,46401,26816,19585,45963,27010,18953,46226,26426,18617
22,22,164093,124713,13466,17550,7726,1431,199,176337,130500,16434,18125,10667,1741,365,183529,130375,20053,17740,11660,3750,329,180927,131976,17546,18258,11959,1788,320,190230,136210,19861,18916,13347,1937,410,133170,103469,10358,12664,6098,1109,154,136444,107385,10703,11966,5169,947,62,149565,109721,15033,12721,8902,2883,230,149565,109721,15033,11008,7563,314,51,615,5260,140053,109665,11293,11976,5985,1008,47,148694,114104,12881,13278,7150,1109,28,85355,41712,42288,82036,38447,43589,90084,41095,44397,88456,37964,47464,80316,41649,38667,80466,39750,39724,79450,36577,41599,86099,40953,43618,100523,49007,50074,82300,38115,43156,75065,33085,41138,75191,32587,42100,74504,31980,42524,73690,32256,41434,74701,33162,40658
23,23,161296,143228,8495,6008,2671,1516,168,166133,144305,10421,6675,3477,1639,132,176178,148834,12027,7198,3515,3917,257,169165,146565,10717,6931,4064,1691,72,177101,150856,13247,7226,4363,2786,253,135386,122506,6020,3979,1984,1167,113,137558,123231,6321,4573,2045,1227,69,150289,129938,8748,5001,2731,3130,181,150289,129938,8748,3881,2162,486,32,442,4600,140680,125592,6911,4240,1989,1284,65,148170,130818,8983,4072,2013,1480,65,87269,35826,49932,83226,32275,50951,92069,26236,62269,89827,27482,56088,80766,26051,54715,81025,24431,54397,80461,21965,56622,87754,26052,59740,106811,31178,74554,89434,24563,64116,86553,22505,62953,86709,21825,64384,85946,20154,65792,85176,21758,63418,85882,21987,63673
24,24,147975,109223,20118,15049,3536,1419,230,164120,114929,25910,18077,4570,1129,191,175595,115335,31891,20265,5486,3677,324,166629,114055,27968,20043,4738,1141,315,179923,120374,29967,23723,4997,1465,117,118224,91790,13602,10070,2528,1042,158,129202,96437,16836,12331,2639,750,0,143416,99580,23020,14272,4111,2844,258,143416,99580,23020,12005,3363,296,57,663,4432,130953,96573,17532,12897,2826,812,0,140099,101937,19012,15148,2863,725,0,74906,31721,42179,75030,30946,44084,83185,29860,50303,81758,28182,49698,73836,28719,45117,73968,27866,44926,73307,25579,46586,80253,29546,49408,98382,37275,60112,80038,27841,51564,75674,25099,49894,75757,23823,51510,74988,22532,52456,74281,23868,50413,73861,20293,50121
25,25,124460,84126,22400,13345,4171,1460,361,152179,97224,32007,17575,5874,1504,292,176494,104350,40113,21859,7146,3854,402,157733,99274,34805,17950,6740,1483,421,177177,105167,41334,24254,7187,1772,340,95930,68604,14885,9126,2889,974,248,114098,79909,19197,10320,3536,847,70,141722,88327,29139,15993,5369,3043,302,141722,88327,29139,13113,4066,395,71,1466,5145,117262,80437,21671,9988,3995,857,75,132014,86845,25028,14707,4216,873,30,61679,27433,33629,64559,27991,36568,77009,31278,43241,76081,28949,43841,70826,30505,40320,70923,30229,39791,70333,27684,41343,77221,32011,43933,99900,43564,55379,78437,31116,46695,74886,28567,45616,74972,27263,47256,74154,25669,48485,73597,27003,46594,74229,26011,46963
26,26,146545,114951,11168,17601,2294,1308,192,164231,120054,18560,22463,2846,1108,19,177279,124896,21571,23751,4124,3469,393,167245,120481,19786,23631,2576,1191,348,177933,125948,22726,24343,3011,1982,526,119290,98327,7145,11574,1646,989,127,130411,103587,10142,14059,1670,869,4,146798,109573,14867,16383,3191,2706,278,146798,109573,14867,14504,2585,366,143,560,4200,133297,105447,10350,14758,1457,992,263,141951,110624,13007,14750,1969,1242,385,74516,31429,42168,73104,29738,43366,79808,28099,49211,78499,26679,47755,72166,27366,44800,72241,26656,44460,71716,24039,46325,77858,28043,48554,95458,35763,58855,77314,26458,50272,72931,24057,48198,72983,22776,49740,72058,21024,51034,71410,22612,48798,69718,9435,50535
27,27,163350,130506,18405,11547,2267,1852,171,176151,133650,23712,14911,3110,1481,154,183145,134360,26766,14722,3422,4249,346,180489,136014,24221,15947,3063,1640,101,186542,137730,28755,14389,4635,1683,100,131406,109531,11928,7621,1634,1398,122,139031,112713,14402,8794,2150,915,4,149959,115197,18631,10062,2623,3318,236,149959,115197,18631,8306,1895,424,59,571,4876,142793,114058,15928,9550,2263,1024,0,147753,116981,19269,7982,2659,911,10,80174,34077,45079,78164,31027,47137,87995,28487,56415,86202,27738,53834,77177,27190,49987,77237,26611,49376,76538,23921,51209,83921,27962,54532,102040,34233,66758,82994,25624,56694,77755,22793,54157,77863,21389,56018,77037,20125,56912,76316,21717,54588,73206,6916,55842
28,28,160696,118213,8529,29754,3668,1371,192,170113,120273,12518,32444,4220,1356,214,178466,121512,14152,34353,5342,3447,304,174716,120804,13035,35115,4760,1400,250,179454,121380,14555,36083,5474,1702,201,135290,103366,6254,22126,2927,1096,139,138603,104606,7795,22735,2177,1036,92,151647,108597,10483,25272,4360,2782,215,151647,108597,10483,23155,3474,367,55,663,4853,141587,105593,8353,24028,2331,1056,29,147090,107063,9945,25831,3027,1062,30,79912,44936,34147,77649,41535,36114,84340,38019,42835,82322,36583,41848,73093,35219,37874,73229,34638,37509,72537,31807,39316,80206,36761,41839,97191,44355,51645,77841,33124,43917,71544,28493,42309,71666,27091,44038,70747,25747,45000,70222,27144,43012,65878,1137,45258
29,29,155220,101947,33155,18535,2758,1770,253,171008,104342,43622,21120,3378,1010,311,176556,99853,48273,23059,4215,4393,370,170738,103390,44827,20534,3312,867,225,177310,101902,50442,22239,3488,1354,311,119364,82913,22496,12435,1924,1247,189,131138,85488,29737,13487,1587,600,20,140315,84085,35178,16367,3107,3330,280,140315,84085,35178,13061,2292,283,82,787,4547,130414,84826,30193,13092,1737,511,14,134079,84438,33280,13807,1691,685,64,71316,38153,32330,66539,33995,32544,78108,34719,39946,76353,32689,39846,66677,32002,34675,66754,31705,34088,66054,28909,35769,73910,33647,38813,91893,42057,48673,70568,30207,39644,62963,25374,36923,63009,24000,38525,62328,23092,39236,61795,24358,37379,60259,14594,38328
30,30,164069,142266,6473,11277,2997,1519,203,175289,146618,9196,12994,5065,2077,236,181596,147679,11261,13613,4541,3970,323,179828,151631,9728,11980,4798,2122,332,179970,151617,10363,11847,3679,1776,269,135284,120242,4530,7424,2122,1185,140,143270,125176,6001,8269,2277,1313,86,152294,127620,8020,9416,3420,3174,239,152294,127620,8020,8024,2649,457,77,464,4983,149484,129677,7047,8522,2584,1269,118,149413,130034,7364,8264,2061,1325,39,89542,42602,45948,80459,35711,44748,94871,33759,56960,92780,32973,55009,83368,33448,49920,83461,31810,50275,82749,28861,52243,90877,33534,55464,110459,40652,68556,89754,31314,57559,84189,28358,54980,84311,26871,56966,83203,24861,58342,82519,26937,55536,83120,27614,55439
31,31,170990,138458,10999,16711,3830,1881,502,179206,139645,14124,19577,4830,1611,435,179252,135579,16351,17113,5610,4327,610,179670,139801,14892,18529,5199,1602,393,179287,137745,16130,18378,5355,1723,483,138481,115564,7610,11508,2808,1420,336,142308,117366,7889,12506,2843,1239,244,148501,116753,11549,11864,4284,3413,427,148501,116753,11549,10113,3011,442,174,580,5879,144496,118797,9139,11729,3199,1246,208,146244,118747,10703,12199,3142,1118,138,92620,39706,51909,89462,37124,52338,98430,34725,58514,96635,33439,57503,86399,35330,51069,86447,32955,52083,85736,30033,53889,93600,34675,56405,108624,41611,65422,89169,32030,55964,81321,28346,52056,81351,27185,53633,80436,25183,55253,79544,26871,52673,80621,27330,53291
32,32,155052,126185,11648,11162,5776,1411,335,174034,134930,18383,13246,7230,1273,247,178737,133087,18953,14261,8746,3746,480,177323,136093,19818,13789,7042,1513,216,180793,137132,19299,14467,8306,1924,544,124696,104469,8094,7465,4206,1021,215,139271,113395,12583,8133,3852,737,125,146498,113498,13609,9837,6355,2812,338,146498,113498,13609,7791,4825,325,89,665,5696,140378,113534,12903,8793,3946,730,118,142766,115149,12589,9163,4086,859,141,86850,36023,49962,85542,34860,50682,99413,36605,57443,97520,33717,58727,89539,37819,51721,89592,35897,52394,88706,32482,54475,96262,37212,56646,113788,46849,65267,93704,35568,56866,87194,32291,53948,87245,31065,55641,86182,28909,57273,85286,30321,54965,86529,30797,55732
33,33,156687,106684,18635,26726,5301,1583,353,171288,111870,24373,28726,6975,2020,232,183186,111716,28290,32654,8037,4198,455,175474,112042,25436,31080,7420,1802,283,187151,113196,30427,35533,8578,2701,704,122339,87408,12941,18130,3902,1117,244,128404,89539,16257,17545,3529,966,14,147310,94484,20566,23673,6073,3194,328,147310,94484,20566,20166,4607,359,101,926,6101,132224,91326,17091,18799,3560,1076,14,141627,94434,20757,19942,4554,1355,35,74404,37328,36170,77338,38895,38443,84609,36562,43587,82778,34138,43832,74262,36032,38230,74313,35048,38084,73645,32434,39749,81295,36788,42611,100215,46457,52237,77495,33736,42788,69424,29001,39554,69477,27879,41075,68653,26579,42074,68035,27778,40257,68743,28051,40692
34,34,155250,122756,16003,13715,2312,1115,194,172264,132601,20109,15388,3128,1440,200,178835,134397,21664,15892,3520,2854,246,175100,134195,20642,15724,3402,1480,232,179823,135195,22342,16531,3694,2079,249,127562,105583,10708,9068,1739,818,128,137890,115506,10242,9879,1410,772,10,151768,120000,15218,10918,2658,2250,165,151768,120000,15218,9724,2050,263,42,590,3881,141528,118053,11127,9736,1734,795,10,147960,120933,13274,10541,2204,945,26,81296,34055,46190,82269,32023,50246,91273,32725,55774,90016,31941,54969,84401,33060,51341,84679,32017,51610,83620,29104,53090,90339,33488,55666,110685,42379,67167,91253,31896,58698,87828,28920,58087,88033,27929,59689,86782,26592,60190,85837,27611,58226,86650,27827,58823
35,35,128657,73775,34688,12976,8491,1183,373,158889,79511,50946,19180,12061,945,167,176404,81505,58750,21946,14342,3449,507,160521,84289,47576,18643,12378,1347,34,172734,84630,56226,19414,13812,1867,263,95659,57256,23983,9042,5991,810,249,112073,61383,32683,10980,6004,473,40,134827,64881,42950,15957,10508,2575,382,134827,64881,42950,11881,8819,207,138,1065,4886,112627,64390,30804,10884,5652,590,0,123158,65574,37127,12372,6795,648,60,54343,27676,26188,55304,27154,28150,71781,35296,32659,70451,31420,35750,62760,32971,29789,62877,33184,28880,61988,30349,30343,69794,34931,33223,89739,46479,42017,67568,32514,34125,60782,27971,32104,60809,26570,33802,60048,25747,34301,59585,26468,33117,60028,27589,31893
36,36,152224,94025,24389,27140,7261,1510,289,169745,95750,33072,31821,10633,1566,285,175313,90842,37899,31776,14107,3558,453,174531,94906,34704,33351,11914,1700,227,175982,93461,37738,32877,12301,1761,324,115282,75130,16656,18478,5134,1059,176,123059,76887,20568,19317,5324,681,18,136389,75484,27057,22499,10167,2639,300,136389,75484,27057,19031,8882,260,78,801,4796,126259,76646,22163,21117,5220,757,14,128063,76841,23693,20927,5186,833,8,70421,35860,33877,70148,34739,35409,78491,37896,36749,79040,34211,38937,68112,35489,32623,68228,35224,32183,67338,32197,33896,75397,37112,36294,92412,47571,43594,71088,33982,36209,63142,28985,33435,63195,27660,35076,62316,26527,35789,61596,27360,34236,62405,28678,33671
37,37,148790,94307,31140,15375,8867,1271,338,167108,96603,42687,17381,11563,1172,353,175353,91951,47062,21101,14355,3402,489,170660,97346,44824,18568,11768,1538,259,175537,94489,49004,22170,12595,1775,123,119700,78001,23339,11851,6928,970,267,128623,80621,29122,11617,6142,542,34,143656,78124,36388,16583,11406,2599,358,143656,78124,36388,12563,9569,204,87,1078,5643,130704,80476,30464,12121,6537,863,20,135177,80191,32981,14106,6874,730,65,66208,35166,30475,64559,33210,31349,74220,38365,31121,73530,34239,34877,63379,35974,27404,63483,35718,26957,62482,32406,28710,69778,36905,30807,81939,44765,35757,63508,32624,29747,54376,26638,27007,54400,25542,28369,53580,24625,28955,53066,25136,27930,53619,26089,27112
38,38,162112,107004,32565,17286,6345,1443,324,173890,101978,44208,20779,8754,2220,503,175442,96733,45865,23640,9142,3560,434,174937,100974,45751,21927,8504,1864,618,177106,98696,45975,24751,8661,2039,657,128480,88387,23567,12197,4770,1078,234,131122,84201,29193,11887,4263,1018,154,141572,82033,34500,17404,6965,2713,320,141572,82033,34500,13498,5386,232,78,720,5125,133061,84881,30473,12338,4118,785,173,133513,82536,30792,14562,4450,758,119,79148,39208,39243,78281,38067,40214,85780,41384,39397,86447,36823,42703,74948,40054,34894,75075,39545,34571,73867,35702,36546,82219,40890,38723,97504,51780,44240,76143,37646,37337,66787,32167,33844,66820,30892,35386,65844,29577,36267,65085,30419,34666,65911,31841,33989
39,39,150475,90938,30636,23639,5778,1164,315,170226,90752,41768,31375,6358,1477,286,175326,87801,44163,33806,8320,3630,372,170406,90885,43379,30683,6423,1292,244,176660,89532,44869,33838,8632,1699,451,112662,72186,20303,16137,4087,871,201,120626,72577,22425,20984,3371,799,19,134694,72007,30942,24151,6021,2713,272,134694,72007,30942,21018,4861,249,68,883,4666,121774,73952,23621,19761,3539,712,4,126079,73768,24653,22062,4389,749,30,68456,31004,36862,69076,30888,38188,79084,36367,39198,78268,32830,41660,69545,34598,34948,69668,34300,34662,68772,31367,36275,75986,35879,38579,92001,46022,44833,72309,33364,38149,65025,29101,35324,65050,27692,36896,64194,26467,37727,63565,27389,36176,64265,27483,36169
40,40,153751,51103,23397,73865,6637,1544,640,191747,47446,36933,99809,6981,1980,654,175326,43708,34016,89801,8014,2922,477,198456,47369,37442,107607,7324,1824,502,202068,44813,38861,112289,7964,2093,442,111839,42185,16310,48889,4970,1078,463,120993,39826,19598,55997,4167,1180,136,132410,37368,24483,63601,6404,2261,349,132410,37368,24483,58873,5204,283,57,1531,4611,126167,39821,20208,60731,4158,807,55,128314,38619,21200,62888,4603,566,220,61822,42144,19235,57478,40324,17154,65595,45178,17903,64219,41423,20221,56871,40825,16046,57076,41293,15248,56435,38679,16950,62311,43366,17895,74801,52803,21133,54720,37129,17011,44204,29048,14678,44186,27887,15847,43539,27019,16520,43172,27673,15499,43550,27711,15154
41,41,151646,35888,34567,75196,7086,1522,793,166132,35801,48927,75401,8026,1091,273,176364,29526,53141,82025,7766,2691,544,165916,33417,49545,76182,8640,1104,386,163733,31457,49993,72604,9064,2012,553,115078,31183,25632,52940,5609,1109,600,101065,26578,25322,44485,3874,601,0,134976,25404,39766,59735,6365,2059,413,134976,25404,39766,54434,5189,226,131,2439,7387,100643,24224,25461,45800,4071,701,15,101695,24426,25896,45181,4889,981,10,47449,37543,9561,47266,38544,8722,50996,40403,8818,49737,36460,11357,39977,32280,7696,40173,32930,6864,39689,31223,7845,45871,36044,9045,55678,43124,11873,38014,29069,8494,27494,20199,6953,27470,19362,7767,27051,19073,7978,26789,19345,7444,27036,19388,7213
42,42,159023,112532,24560,16584,6120,1324,322,175375,109254,37959,19874,8488,1399,208,180528,112231,36851,19968,10106,3279,510,174842,110886,35390,18873,9361,1616,124,182090,112705,38609,20066,10173,2384,247,129532,94908,18325,11861,4677,1002,226,135802,92796,24508,12625,4690,874,48,150826,97182,28868,15318,7782,2629,370,150826,97182,28868,12055,6041,250,89,1015,5326,137245,95328,22778,12506,5532,951,4,143534,97458,25943,12813,5880,995,10,83833,42259,40773,83666,42202,41464,92516,49106,38029,90706,44185,42922,83178,48658,34520,83271,47877,34527,81799,43008,37139,89176,49015,38210,104880,61216,42087,83692,46573,36036,74918,41736,32418,74904,40285,34113,73695,38475,35220,73038,38996,34042,73774,40482,32543
43,43,144352,51123,72455,17879,6985,1498,429,167661,46579,95017,21219,8558,1277,514,175629,41638,104665,23885,9563,3541,536,171289,44449,98919,21873,9377,1288,906,179623,42928,107089,24045,10046,1396,948,109751,42745,51696,12484,5277,1085,312,114442,37968,59488,11276,4741,490,140,136423,35423,78708,17492,7291,2770,400,136423,35423,78708,11601,6021,170,77,927,3496,117711,35504,64267,11970,4742,434,335,123596,35608,68623,13194,5073,437,295,54743,34007,20312,53946,34945,19001,65566,42851,19575,64115,37512,23795,52203,33569,18634,52265,34306,17205,51514,31952,18387,59811,37554,20839,73786,45195,27525,52015,31066,20165,40585,22421,17559,40586,21321,18825,40034,21052,18982,39687,21394,18293,40057,22471,17275
44,44,141345,58630,51777,17465,14930,1275,719,150437,53441,64932,16497,16467,1099,614,175329,56070,78458,20516,17664,2891,712,153697,51016,72247,18389,14419,978,562,157382,49176,72601,18962,14967,1432,609,108792,48401,37459,12155,11614,899,480,99848,41750,38912,9134,9164,237,340,137829,46992,59788,15108,13652,2246,562,137829,46992,59788,10969,12061,203,253,1660,5903,103037,40614,44156,9125,8310,203,285,105693,40319,44938,11087,8462,420,260,51843,31383,20084,52169,31819,20350,64335,40308,21158,63077,34999,25523,52989,32986,20003,53101,33546,18933,52555,31317,20280,60386,36689,22452,76777,46959,28900,54741,32155,21933,45197,25063,19644,45203,24067,20822,44682,23550,21132,44346,23930,20416,44695,25032,19426
45,45,93679,61255,15404,9166,7932,668,244,148306,88694,29461,17224,13964,1109,865,175973,97218,38122,15764,16530,2638,398,153008,88399,32676,14149,16659,1214,674,172246,93495,40054,17879,16165,3047,283,68300,46056,10392,6214,5505,457,167,95961,61940,16186,9817,7103,379,60,132296,76483,27024,11214,11736,1962,290,132296,76483,27024,8688,10089,171,78,1684,8079,97847,62960,17055,8329,8627,442,10,108274,69267,20472,8447,8868,628,35,41988,18434,23128,48197,20391,27806,65109,30787,31214,63973,26392,35465,62954,31456,31498,62982,31680,30698,62273,29001,32325,68277,32968,34109,93351,48641,43543,70600,33996,35845,67861,32103,35174,67870,30990,36495,67087,29907,37180,66669,30197,36472,67155,30264,36224
46,46,124473,36431,64648,21690,5230,1554,572,156555,33402,95794,26290,5442,1470,547,176200,34135,106283,31489,7893,3395,577,160456,34809,97671,27278,4579,1303,424,174083,33538,107293,32261,6267,1651,205,91115,29945,44834,14542,3797,1086,374,100154,26263,57111,12964,3144,164,13,134263,28406,79204,22746,6029,2610,424,134263,28406,79204,16191,4942,171,64,1536,3749,102939,27189,58452,13969,2709,174,14,110168,26536,64060,15266,3017,483,4,40935,27960,12628,44429,32394,12035,58083,41220,14762,56878,36436,18150,44574,30310,14264,44585,31259,12681,44097,29752,13493,52588,35535,16096,68620,44406,23448,45882,29155,16176,34971,20207,14208,34988,19336,15176,34646,19528,15118,34430,19949,14481,34654,21395,13259
47,47,126832,48487,62621,14400,4483,1311,436,166969,50762,94531,21263,6031,2011,433,176233,45438,105378,22489,6795,3607,587,175426,48656,102372,23017,7917,2392,343,183225,48138,110497,24748,7836,3577,741,93425,38468,43815,9806,3166,955,270,114487,38752,62374,8660,3657,738,141,134235,36806,78504,16041,5163,2711,417,134235,36806,78504,10134,4004,200,106,1073,3408,118299,36588,66548,9548,4057,759,215,122856,37270,70359,10746,3489,581,210,49631,29642,19567,50577,31990,18587,68020,41348,23866,66842,36222,27774,55779,32575,23204,55814,33446,21589,55251,31410,22784,63753,36802,25735,81986,45878,35169,57962,31071,26193,47720,23122,23939,47774,21668,25599,47273,21784,25489,46816,22296,24520,47260,24598,22662
48,48,148873,91440,26749,28386,2960,1433,355,166679,91336,38563,34894,3301,1543,162,183593,93159,47882,38081,4341,3526,329,169910,91969,41567,33701,3841,1845,289,178289,91367,49218,33783,3418,2199,175,116187,77427,17610,19106,2162,1018,239,125556,77401,23126,22105,1782,1076,24,145704,80771,33820,26981,3372,2744,229,145704,80771,33820,23497,2735,333,64,718,3766,128998,79113,25258,21249,2070,1143,74,134975,79507,30892,21361,1908,990,95,64275,30964,32559,53836,27392,26444,75319,33004,39589,73875,31021,39509,65026,29041,35985,65041,28816,35316,64655,26870,36818,71845,31424,39299,89761,40079,48758,68593,28289,39704,61139,23305,37162,61235,22666,38172,60451,21745,38706,59935,22696,37239,57458,6322,38111
49,49,163788,109387,30531,20132,3527,1658,226,177724,111496,39808,22883,3705,1224,341,178192,105042,41973,24326,4665,4283,318,184212,111784,42791,25726,3780,1439,281,182323,107728,44263,26198,4330,1792,325,121158,86358,18790,13122,2477,1175,149,124813,88579,18961,13950,2501,581,191,134973,85041,27580,16742,3435,3121,240,134973,85041,27580,14802,2805,292,50,467,3936,127140,88419,20129,14854,2636,641,163,127813,86116,21633,15903,2747,862,231,64764,27616,36384,66956,28709,38247,72744,25917,43700,71174,24646,42816,60405,23114,37291,60475,22373,37241,60104,20234,38895,67776,24345,42056,83606,29882,52544,63791,21258,41797,55836,16836,38325,55944,16482,39103,55292,15463,39829,54755,16319,38436,53006,1357,39697
50,50,160292,105969,21626,29332,3481,1631,300,176390,108710,30983,32316,4800,1453,318,180902,102758,38189,33586,4722,4213,343,178423,107523,33334,33352,4783,1820,280,180044,106089,34258,35101,4859,2332,230,123355,87249,14154,19277,2467,1199,202,131561,89990,17272,20920,2367,772,71,142687,87228,26770,23250,3477,3061,247,142687,87228,26770,20550,2770,386,67,573,4343,132876,89225,18379,21886,2407,778,48,135319,88571,20086,23051,2481,961,67,68348,31857,35743,75561,34269,41292,74490,30128,40718,72908,28221,40893,62961,27629,35332,62897,26998,34936,62485,24677,36733,69971,28874,39528,85623,35727,48578,65248,25325,39072,56655,20121,35813,56778,19688,36671,56090,18712,37378,55596,19667,35929,54731,11234,36727
51,51,129142,81973,27626,17509,2295,1248,277,165452,92502,45294,24307,3530,1674,88,182359,91662,59651,25841,4227,4180,373,173190,95073,48384,26906,3478,1980,127,195573,95371,65065,30852,5221,1844,104,99659,68098,17871,11989,1628,881,192,117810,75554,26054,13362,1929,786,49,143072,78305,41999,18223,3217,3254,288,143072,78305,41999,14942,2466,358,65,703,4234,125262,78566,29641,14474,1873,831,25,138723,80771,38453,16155,2680,693,0,48272,23428,24192,49594,24166,25428,64417,28384,33423,62850,26475,32979,55983,25880,30103,55993,25858,29225,55571,23985,30526,62901,28265,33456,85041,39364,44708,62001,26292,35087,55968,22001,33250,56064,21338,34310,55396,20700,34696,54880,21380,33500,52738,7167,34402
52,52,140874,116548,8935,13479,1281,1232,146,175423,147181,11201,13921,1793,1584,382,182726,149361,13491,14088,2446,3084,251,181615,152148,12136,14486,1878,1366,267,185429,153031,13866,14582,2191,1562,278,122694,103880,6624,10644,991,1021,117,153710,133720,7128,10559,1107,1041,34,163421,137460,10029,11003,1929,2508,151,163421,137460,10029,9997,1510,445,40,407,3533,160105,138990,8206,10727,1109,994,15,162590,139865,9224,10801,1495,1067,73,71428,27043,43480,81204,27727,53477,101375,29866,68591,99621,28643,66474,95441,28941,66499,95407,28679,65580,94797,25691,67859,100900,29932,69563,121346,38004,82484,107874,30528,76690,110315,30475,79045,110505,29038,81086,109349,26872,82477,108178,28880,79298,109204,27688,80088
53,53,156169,130742,16135,6673,2410,1410,217,166807,130766,23222,9153,3560,1339,401,175358,132217,26119,9866,3672,4152,363,169595,131107,24549,9803,3752,1492,424,172599,129718,27158,10191,3849,1744,380,126572,108999,11230,4285,1624,1039,150,134082,110216,15989,5078,1705,845,0,144801,113431,18878,6708,2713,3121,225,144801,113431,18878,4795,1992,412,63,552,4678,135176,109909,16570,5449,1918,944,95,138175,110183,18528,5995,2119,989,78,80591,39337,40140,74319,35204,39115,87206,29538,54235,85274,30667,48886,73370,28454,44916,73657,27211,45071,73233,24117,47530,81707,29035,50754,99600,34593,63951,79917,26398,52823,73772,22680,50106,73947,22142,51384,73203,20813,52390,72508,22078,50430,73214,21935,51210
54,54,140788,101910,21930,12421,4719,1215,250,165568,109769,31724,16963,7408,1533,423,176277,107916,36656,21139,8751,3749,362,171104,112435,32975,17303,8306,1555,424,188459,117861,39253,21053,9317,2105,344,109562,83823,14174,8161,3221,867,159,121608,88577,18499,10023,3525,833,69,138511,90099,25341,14796,6252,2798,245,138511,90099,25341,12148,5247,331,82,677,4586,127999,91704,20488,10869,3846,821,119,140726,95965,25495,13129,4721,975,123,61936,28332,32806,63020,28201,34819,71614,28487,39827,70273,26789,39464,63729,28129,35600,63761,27690,35025,63566,24592,37766,70703,29216,39949,93097,39831,52113,72212,28492,42879,68813,25715,42125,68902,24983,43409,68293,23920,44373,67634,24955,42679,68055,25392,42628
