"people_id","person_hash","state_id","party","legislator_name","first_name","middle_name","last_name","suffix","nickname","ftm_eid","votesmart_id","opensecrets_id","knowwho_pid","ballotpedia","bioguide_id","district_number","chamber","termination_date","leg_party_loyalty","leg_n_votes_denominator","leg_n_votes_party_line","leg_n_votes_cross_party","leg_n_votes_independent","leg_n_votes_missing"
23121,"wugdfhmi",9,"D","Rosalind Osgood","Rosalind","","Osgood","","",745520,200762,"",776914,"http://ballotpedia.org/Rosalind_Osgood","",32,"Senate",NA,0,16,0,16,15,8
24962,"aan0wix3",9,"R","Ryan Chamberlin","Ryan","","Chamberlin","","",58374500,0,"",0,"http://ballotpedia.org/","",24,"House",NA,1,671,671,0,2,0
21892,"21akiis8",9,"R","Sam Garrison","Sam","","Garrison","","",49845578,193775,"",739952,"http://ballotpedia.org/Sam_Garrison","",11,"House",NA,0.999027237354086,1028,1027,1,0,0
18668,"e18yj1xp",9,"R","Sam Killebrew","Sam","H.","Killebrew","","",75473,172881,"",571735,"http://ballotpedia.org/Sam_Killebrew","",48,"House",NA,0.98874296435272,1066,1054,12,5,0
23343,"rf9p55n7",9,"R","Shane Abbott","Shane","","Abbott","","",49283313,209333,"",0,"http://ballotpedia.org/Shane_Abbott","",5,"House",NA,1,1231,1231,0,5,0
16026,"499cim6s",9,"D","Shevrin Jones","Shevrin","D.","Jones","","Shev",13889121,142186,"",425634,"http://ballotpedia.org/Shevrin_Jones","",34,"Senate",NA,0,4,0,4,13,8
20018,"b56kttms",9,"R","Spencer Roach","Spencer","","Roach","","",45388147,184458,"",663145,"http://ballotpedia.org/Spencer_Roach","",76,"House",NA,0.996745321399512,1229,1225,4,3,0
19069,"da40al3z",9,"R","Stan McClain","Stan","","McClain","","",41676728,81346,"",571677,"http://ballotpedia.org/Stan_McClain","",27,"House",NA,0.999163179916318,1195,1194,1,0,0
24809,"qmj19hsf",9,"R","Susan Plasencia","Susan","","Plasencia","","",55866602,209422,"",815745,"http://ballotpedia.org/Susan_Plasencia","",37,"House",NA,0.995265151515151,1056,1051,5,10,0
19960,"lv42mggw",9,"D","Susan Valdes","Susan","L.","Valdes","","",1474008,184422,"",669882,"http://ballotpedia.org/Susan_Valdes","",64,"House",NA,0,6,0,6,31,0
23358,"xlrsk4g8",9,"R","Taylor Yarkosky","Taylor","","Yarkosky","","",55866677,209380,"",0,"http://ballotpedia.org/Taylor_Yarkosky","",25,"House",NA,1,1295,1295,0,1,0
1735,"unj03eso",9,"R","Thad Altman","Thad","","Altman","","",12998606,53847,"",214563,"http://ballotpedia.org/Thad_Altman","",32,"House",NA,0.99670510708402,1214,1210,4,1,0
21781,"wsj92iwn",9,"R","Thomas Fabricio","Thomas","P.","Fabricio","","Tom",49845720,194482,"",740278,"http://ballotpedia.org/Tom_Fabricio","",110,"House",NA,0.998418972332016,1265,1263,2,2,0
23349,"69wtlsri",9,"R","Tiffany Esposito","Tiffany","","Esposito","","",55866490,209468,"",0,"http://ballotpedia.org/Tiffany_Esposito","",77,"House",NA,1,1180,1180,0,1,0
19940,"eq7666uu",9,"D","Tina Polsky","Tina","","Polsky","","",15916244,184461,"",652562,"http://ballotpedia.org/Tina_Polsky","",30,"Senate",NA,0,7,0,7,15,1
20418,"xw86aoqs",9,"R","Toby Overdorf","Toby","","Overdorf","","",45388153,184464,"",652557,"http://ballotpedia.org/Toby_Overdorf","",85,"House",NA,0.997789240972734,1357,1354,3,5,0
25070,"5993lgcj",9,"D","Tom Keen","Tom","","Keen","","",44245221,209416,"",0,"http://ballotpedia.org/Tom_Keen","",35,"House",NA,0,7,0,7,2,0
19047,"8wlq5hrd",9,"R","Tom Leek","Thomas","J.","Leek","","Tom",42540514,172855,"",571685,"http://ballotpedia.org/Tom_Leek","",28,"House",NA,0.999039385206532,1041,1040,1,0,0
19925,"kant2znx",9,"R","Tommy Gregory","Tommy","","Gregory","","",42609340,184451,"",663132,"http://ballotpedia.org/Tommy_Gregory","",72,"House",NA,0.999111111111111,1125,1124,1,5,0
19954,"kchfqjr0",9,"R","Tommy Wright","Tommy","A.","Wright","","",46608083,185832,"",686432,"http://ballotpedia.org/Tom_Wright","",8,"Senate",NA,0.998613037447989,1442,1440,2,1,2
22722,"n93x757e",9,"R","Traci Koster","Traci","","Koster","","",52311541,195064,"",750959,"http://ballotpedia.org/Traci_Koster","",66,"House",NA,0.995689655172414,1160,1155,5,1,0
19218,"qkwsblm5",9,"D","Tracie Davis","Tracie","","Davis","","",41612514,172818,"",588925,"http://ballotpedia.org/Tracie_Davis","",5,"Senate",NA,0,4,0,4,21,0
14984,"lisn9mrt",9,"R","Travis Hutson","Travis","","Hutson","","",125042,138133,"",425545,"http://ballotpedia.org/Travis_Hutson","",7,"Senate",NA,1,1494,1494,0,0,10
19698,"tvftvkha",9,"R","Tyler Sirois","Tyler","","Sirois","","",45388091,117237,"",293159,"http://ballotpedia.org/Tyler_Sirois","",31,"House",NA,0.997632202052092,1267,1264,3,10,0
23319,"zh5hcllq",9,"R","Vicki Lopez","Vicki","","Lopez","","",55866559,209412,"",0,"http://ballotpedia.org/Vicki_Lopez","",113,"House",NA,0.987049028677151,1081,1067,14,1,0
14986,"5k3polun",9,"D","Victor Torres","Victor","M.","Torres","Jr.","",11029363,11880,"",425420,"http://ballotpedia.org/Victor_Torres_(Florida)","",25,"Senate",NA,0,7,0,7,24,7
22660,"ujz2v3zu",9,"R","Webster Barnaby","Webster","","Barnaby","","",49845589,194567,"",739971,"http://ballotpedia.org/Webster_Barnaby","",29,"House",NA,0.998569384835479,1398,1396,2,0,0
19738,"4qecge25",9,"R","Will Robinson","Will","","Robinson","","",42034326,184448,"",652533,"http://ballotpedia.org/Will_Robinson","",71,"House",NA,0.995645863570392,1378,1372,6,2,0
20836,"699pdswx",9,"R","Wyman Duggan","Wyman","","Duggan","","",1125380,138214,"",396576,"http://ballotpedia.org/Wyman_Duggan","",12,"House",NA,0.998303647158609,1179,1177,2,1,0
21887,"e063soe3",9,"D","Yvonne Hayes Hinson","Yvonne","","Hayes Hinson","","",44044505,182253,"",637205,"http://ballotpedia.org/Yvonne_Hayes_Hinson","",21,"House",NA,0,7,0,7,24,0
