"sum_white","sum_hispanic","sum_black","sum_asian","sum_pacific","sum_native","sum_total_demo","pct_white","pct_hispanic","pct_black","pct_asian","pct_napi"
18825370,6705474,4727504,849146,17596,202510,31397106,0.599589337947262,0.213569811179413,0.150571329727014,0.0270453588939057,0.00701039133988973
