"people_id","party","legislator_name","last_name","ballotpedia","district_number","chamber","termination_date","setting_party_loyalty","leg_party_loyalty","leg_n_votes_denom_loyalty","leg_n_votes_party_line_partisan","leg_n_votes_party_line_bipartisan","leg_n_votes_cross_party","leg_n_votes_absent_nv","leg_n_votes_independent","leg_n_votes_other","rank_partisan_leg_R","rank_partisan_leg_D","n_white","n_hispanic","n_black","n_asian","n_native","n_pacific","n_total_demo","pct_white","pct_hispanic","pct_black","pct_asian","pct_napi","source_demo","year_demo","avg_pct_D","avg_pct_R","avg_party_lean","avg_party_lean_points_abs","avg_party_lean_points_R","incumb_people_id","rank_partisan_dist_R","rank_partisan_dist_D"
22207,"R","Jenna Persons-Mulicka","Persons-Mulicka","http://ballotpedia.org/Jenna_Persons",78,"House",NA,"partisan_cross",1,254,254,1147,0,135,1,0,2,NA,97106,16654,16826,2459,703,8,133863,0.7254132956829,0.124410778183665,0.125695673935292,0.0183695270537789,0.00531140046166603,"CVAP",2022,0.428962721398225,0.561143306344826,"R",13,13,22207,54,69
22852,"R","Jennifer Bradley","Bradley","http://ballotpedia.org/Jennifer_Bradley",6,"Senate",NA,"partisan_cross",0.923611111111111,144,133,1232,11,21,4,0,26,NA,304280,32769,60268,11520,4654,178,414234,0.734560658951221,0.0791074610003042,0.145492644254214,0.0278103680528397,0.0116649043777189,"CVAP",2022,0.356257962670332,0.62912059222745,"R",27,27,22852,7,34
23348,"R","Jennifer Canady","Canady","http://ballotpedia.org/Jennifer_Canady",50,"House",NA,"partisan_cross",1,203,203,974,0,44,1,0,13,NA,88571,20086,23051,2481,961,67,135319,0.654534839896836,0.148434440100799,0.170345627738898,0.0183344541416948,0.00759686370723993,"CVAP",2022,0.396025741189101,0.587640836596052,"R",19,19,23348,43,77
23322,"D","Jennifer Harris","Harris","http://ballotpedia.org/Jennifer_Rita_Harris",44,"House",NA,"partisan_cross",0.973544973544973,189,184,931,5,30,23,4,NA,6,40319,44938,11087,8462,420,260,105693,0.38147275600087,0.42517479870947,0.104898148410964,0.080062066551238,0.00643372787223373,"CVAP",2022,0.591367616280063,0.394939275678297,"D",20,-20,23322,98,22
23116,"D","Jervonte Edmonds","Edmonds","http://ballotpedia.org/Jervonte_Edmonds",88,"House",NA,"partisan_cross",0.818791946308725,149,122,777,27,245,3,3,NA,31,32682,18640,57158,3149,505,14,112465,0.290597074645445,0.165740452585249,0.508229226870582,0.0279998221668964,0.00461476903925666,"CVAP",2022,0.739382621449468,0.249709017349638,"D",49,-49,23116,113,8
23360,"R","Jessica Baker","Baker","http://ballotpedia.org/Jessica_Baker",17,"House",NA,"partisan_cross",0.981566820276498,217,213,1085,4,22,10,0,60,NA,86150,13595,21998,9373,1065,194,133222,0.64666496524598,0.102047709837714,0.165122877602798,0.0703562474666346,0.00945039107654892,"CVAP",2022,0.426913154789702,0.556361309361734,"R",13,13,23360,52,67
17676,"R","Jim Boyd","Boyd","http://ballotpedia.org/Jim_Boyd",20,"Senate",NA,"partisan_cross",0.995348837209302,215,214,1565,1,37,0,0,7,NA,288574,54774,43189,9048,2442,155,398885,0.723451621394638,0.137317773293054,0.108274314652093,0.0226832295022375,0.00651064843250561,"CVAP",2022,0.408949011720314,0.577378929092168,"R",17,17,17676,17,24
22580,"R","Jim Mooney","Mooney","http://ballotpedia.org/Jim_Mooney",120,"House",NA,"partisan_cross",0.946601941747573,206,195,994,11,137,0,0,78,NA,55105,45875,14574,1376,786,44,117972,0.467102363272641,0.388863459125894,0.12353778862781,0.0116637846268606,0.00703556776184179,"CVAP",2022,0.451273059953419,0.535947114407747,"R",8,8,22580,65,56
18057,"R","Joe Gruters","Gruters","http://ballotpedia.org/Joe_Gruters",22,"Senate",NA,"partisan_cross",0.913385826771654,127,116,1080,11,96,1,0,27,NA,375179,32833,19021,7594,2279,188,437317,0.857910851853461,0.0750782613070153,0.043494764667278,0.0173649778078602,0.00564121678324876,"CVAP",2022,0.422890009315066,0.565646183362508,"R",14,14,18057,21,21
23295,"R","Joel Rudman","Rudman","http://ballotpedia.org/Joel_Rudman",3,"House",NA,"partisan_cross",1,207,207,996,0,47,9,0,10,NA,111949,7030,9983,3604,2443,49,135365,0.827015846045876,0.0519336608429062,0.0737487533705168,0.0266243120452111,0.0184094854652237,"CVAP",2022,0.21046554212202,0.770031052640733,"R",56,56,23295,2,119
23318,"D","Johanna Lopez","Lopez","http://ballotpedia.org/Johanna_Lopez",43,"House",NA,"partisan_cross",0.850678733031674,221,188,950,33,96,14,1,NA,27,35608,68623,13194,5073,437,295,123596,0.288099938509337,0.55522023366452,0.106751027541344,0.0410450176381113,0.0059225217644584,"CVAP",2022,0.594850056214932,0.388442282657375,"D",21,-21,23318,100,21
21983,"R","John Snyder","Snyder","http://ballotpedia.org/John_Snyder",86,"House",NA,"partisan_cross",1,252,252,1140,0,86,3,0,3,NA,118740,13467,7104,2012,733,44,142162,0.835244298757755,0.0947299559657292,0.0499711596629198,0.0141528678549823,0.00546559558813185,"CVAP",2022,0.367922096737985,0.621739501958553,"R",25,25,21983,32,90
23357,"R","John Temple","Temple","http://ballotpedia.org/John_Temple",52,"House",NA,"partisan_cross",1,234,234,1014,0,66,3,0,5,NA,139865,9224,10801,1495,1067,73,162590,0.860231256534842,0.0567316563134264,0.0664308998093364,0.00919490743588167,0.00701150132234455,"CVAP",2022,0.294946726123572,0.696401898618425,"R",40,40,23357,10,111
23321,"R","Jonathan Martin","Martin","http://ballotpedia.org/Jonathan_Martin_(Florida)",33,"Senate",NA,"partisan_cross",0.945205479452055,146,138,1113,8,77,2,0,24,NA,326632,57097,25626,7090,2043,88,419217,0.779147792193542,0.136199152229037,0.0611282462304725,0.0169124820796867,0.00508328622169425,"CVAP",2022,0.368386517960164,0.622101970977458,"R",25,25,23321,9,33
20006,"D","Joseph Casello","Casello","http://ballotpedia.org/Joseph_Casello",90,"House",NA,"partisan_cross",0.746987951807229,166,124,817,42,453,3,11,NA,35,80795,16748,32164,2946,595,75,133966,0.603100786766792,0.125016795306272,0.240090769299673,0.0219906543451323,0.00500126897869609,"CVAP",2022,0.58121024048053,0.409029422798936,"D",17,-17,20006,96,25
19703,"R","Josie Tomkow","Tomkow","http://ballotpedia.org/Josie_Tomkow",51,"House",NA,"partisan_cross",0.994871794871795,195,194,912,1,27,0,0,31,NA,80771,38453,16155,2680,693,0,138723,0.582246635381299,0.277192678935721,0.116455093964231,0.0193190747028251,0.0049955667048723,"CVAP",2022,0.435865202631635,0.550534589430734,"R",11,11,19703,58,61
23356,"R","Juan Porras","Porras","http://ballotpedia.org/Juan_Carlos_Porras",119,"House",NA,"partisan_cross",0.987341772151899,237,234,1018,3,42,0,0,49,NA,13710,102167,5261,2864,179,55,124606,0.110026804487745,0.819920389066337,0.0422210808468292,0.0229844469768711,0.00187791920132257,"CVAP",2022,0.441945805311525,0.548196435304799,"R",11,11,23356,60,63
23350,"R","Karen Gonzalez Pittman","Gonzalez Pittman","http://ballotpedia.org/Karen_Gonzalez_Pittman",65,"House",NA,"partisan_cross",0.957894736842105,190,182,883,8,23,1,0,77,NA,96822,22008,8509,5589,846,175,134248,0.72121744830463,0.163935403134497,0.0633826947142602,0.0416319051308027,0.00760532745366784,"CVAP",2022,0.488892470873395,0.495040660675801,"R",1,1,23350,77,45
23340,"D","Katherine Waldron","Waldron","http://ballotpedia.org/Katherine_Waldron",93,"House",NA,"partisan_cross",0.775,200,155,886,45,23,6,1,NA,33,73821,27521,18371,4754,414,80,125254,0.589370399348524,0.219721525859454,0.146669966627812,0.0379548756925926,0.00394398582081211,"CVAP",2022,0.529745842120453,0.461140691517234,"D",7,-7,23340,84,37
12387,"R","Kathleen Passidomo","Passidomo","http://ballotpedia.org/Kathleen_Passidomo",28,"Senate",NA,"partisan_cross",0.989247311827957,93,92,672,1,49,0,0,12,NA,267419,83055,28447,6111,1912,92,387613,0.689912361040522,0.214272999099617,0.0733902113706197,0.0157657250917797,0.00517010523382859,"CVAP",2022,0.350748003972143,0.639758924792236,"R",29,29,12387,6,35
22662,"R","Kaylee Tuck","Tuck","http://ballotpedia.org/Kaylee_Tuck",83,"House",NA,"partisan_cross",1,226,226,1025,0,131,1,0,6,NA,94534,25762,12442,1515,1769,18,136365,0.693242400909324,0.188919444138892,0.091240420929124,0.011109888901111,0.0131045356213105,"CVAP",2022,0.283354612640477,0.705417337265731,"R",42,42,22662,8,113
12389,"R","Keith Perry","Perry","http://ballotpedia.org/Keith_Perry",9,"Senate",NA,"partisan_cross",0.994413407821229,179,178,1305,1,41,20,0,10,NA,301080,47344,59347,10017,3436,85,422296,0.712959630211984,0.112110936404797,0.14053412772084,0.0237203288688503,0.0083377536135791,"CVAP",2022,0.390828324114726,0.596298541650114,"R",21,21,12389,11,29
22415,"R","Keith Truenow","Truenow","http://ballotpedia.org/Keith_Truenow",26,"House",NA,"partisan_cross",0.988,250,247,1101,3,34,3,0,48,NA,110624,13007,14750,1969,1242,385,141951,0.779311170756106,0.091630210424724,0.103909095392072,0.0138709836492874,0.011461701573078,"CVAP",2022,0.353051986847152,0.635941247825168,"R",28,28,22415,23,97
1714,"D","Kelly Skidmore","Skidmore","http://ballotpedia.org/Kelly_Skidmore",92,"House",NA,"partisan_cross",0.894409937888199,161,144,926,17,192,14,2,NA,24,107982,18142,9406,3727,663,20,140432,0.768927310014811,0.129187079867836,0.0669790361171243,0.0265395351486841,0.00486356386008887,"CVAP",2022,0.584543682772884,0.4090090258731,"D",18,-18,1714,97,24
22516,"D","Kevin Chambliss","Chambliss","http://ballotpedia.org/Kevin_Chambliss",117,"House",NA,"partisan_cross",0.84180790960452,177,149,775,28,213,13,1,NA,30,8587,62104,30708,1459,331,60,103203,0.0832049455926669,0.601765452554674,0.297549489840412,0.0141371859345174,0.00378864955476101,"CVAP",2022,0.643711807784408,0.345752229198173,"D",30,-30,22516,106,15
23331,"R","Kevin Steele","Steele","http://ballotpedia.org/Kevin_Steele",55,"House",NA,"partisan_cross",0.989417989417989,189,187,972,2,110,3,0,43,NA,102860,19455,7082,4433,926,42,135024,0.761790496504325,0.144085495911838,0.0524499348264012,0.0328312003791918,0.00716909586443891,"CVAP",2022,0.363465900433287,0.622348172048191,"R",26,26,23331,30,91
23339,"R","Kimberly Berfield","Berfield","http://ballotpedia.org/Kimberly_Berfield",58,"House",NA,"partisan_cross",0.98989898989899,198,196,963,2,19,5,0,42,NA,106515,13297,12214,3443,926,69,136284,0.781566434797922,0.0975683132282586,0.0896216723900091,0.0252634205042411,0.00730093041002612,"CVAP",2022,0.44730066448296,0.537810315232876,"R",9,9,23339,63,57
19040,"D","Kimberly Daniels","Daniels","http://ballotpedia.org/Kimberly_Daniels",14,"House",NA,"partisan_cross",0.55,140,77,816,63,361,4,7,NA,36,51589,9630,62374,2923,887,39,127778,0.403739297844699,0.075365086321589,0.488143498880871,0.0228756123902393,0.0072469439183584,"CVAP",2022,0.633385367336226,0.350946717485858,"D",28,-28,19040,103,16
23355,"R","Kiyan Michael","Michael","http://ballotpedia.org/Kiyan_Michael",16,"House",NA,"partisan_cross",0.985294117647059,204,201,946,3,73,2,0,56,NA,94824,11910,14449,8999,915,65,131856,0.71914816163087,0.0903258099745177,0.109581664846499,0.068248695546657,0.00743235044290741,"CVAP",2022,0.38982487319429,0.594104152147859,"R",20,20,23355,39,80
21780,"D","Kristen Arrington","Arrington","http://ballotpedia.org/Kristen_Arrington",46,"House",NA,"partisan_cross",0.89922480620155,258,232,1191,26,45,17,8,NA,21,26536,64060,15266,3017,483,4,110168,0.240868491758042,0.581475564592259,0.13857018371941,0.0273854476799071,0.0044205213855203,"CVAP",2022,0.630436977542619,0.354836247697875,"D",28,-28,21780,104,17
23323,"D","LaVon Bracy Davis","Bracy Davis","http://ballotpedia.org/LaVon_Bracy_Davis",40,"House",NA,"partisan_cross",0.991416309012876,233,231,988,2,67,27,2,NA,1,38619,21200,62888,4603,566,220,128314,0.300972614056144,0.165219695434637,0.490110198419502,0.0358729367021525,0.00612559814205776,"CVAP",2022,0.683516311658732,0.302862878855312,"D",38,-38,23323,107,14
18406,"D","Lauren Book","Book","http://ballotpedia.org/Lauren_Book",35,"Senate",NA,"partisan_cross",0.959302325581395,172,165,1406,7,32,19,7,NA,5,116995,147173,76231,19857,1603,214,363745,0.321640160002199,0.404604874293805,0.209572640173748,0.0545904411057197,0.00499525766677205,"CVAP",2022,0.59825169380418,0.392258493594053,"D",21,-21,18406,36,5
22672,"R","Lauren Melo","Melo","http://ballotpedia.org/Lauren_Melo",82,"House",NA,"partisan_cross",0.994285714285714,175,174,897,1,323,2,1,34,NA,59049,44800,11625,1236,945,0,117930,0.500712286949886,0.37988637327228,0.0985754261002289,0.0104807936911727,0.00801322818621216,"CVAP",2022,0.351521501274874,0.637655314889926,"R",29,29,22672,22,99
19490,"R","Lawrence McClure","McClure","http://ballotpedia.org/Lawrence_McClure",68,"House",NA,"partisan_cross",0.985781990521327,211,208,866,3,89,0,0,55,NA,80798,26680,14193,3409,830,120,126465,0.638896137271182,0.210967461352944,0.112228679871901,0.0269560748033053,0.00751195983078322,"CVAP",2022,0.357549961917184,0.62732515216057,"R",27,27,19490,28,95
21739,"R","Linda Chaney","Chaney","http://ballotpedia.org/Linda_Chaney",61,"House",NA,"partisan_cross",0.902173913043478,184,166,921,18,160,2,0,84,NA,119151,11051,6113,5540,990,36,143069,0.832821925085099,0.0772424494474694,0.0427276349174175,0.038722574422132,0.00717136486590386,"CVAP",2022,0.457277086360334,0.528173794131995,"R",7,7,21739,66,54
14052,"D","Linda Stewart","Stewart","http://ballotpedia.org/Linda_Stewart",17,"Senate",NA,"partisan_cross",0.674846625766871,163,110,1285,53,26,1,11,NA,12,190259,140825,40656,19292,1984,420,394684,0.482053997628483,0.356804430886481,0.103008989470057,0.0488796100171276,0.00609094870833376,"CVAP",2022,0.571980766417236,0.410819818189087,"D",16,-16,14052,32,9
23327,"D","Lindsay Cross","Cross","http://ballotpedia.org/Lindsay_Cross",60,"House",NA,"partisan_cross",0.936507936507937,189,177,930,12,14,14,1,NA,17,110721,13186,11401,7856,934,104,144745,0.764938339839027,0.0910981381049432,0.0787661059103941,0.0542747590590349,0.00717123216691423,"CVAP",2022,0.537017110161911,0.445282294297383,"D",9,-9,23327,86,34
23328,"D","Lisa Dunkley","Dunkley","http://ballotpedia.org/Lisa_Dunkley",97,"House",NA,"partisan_cross",0.868020304568528,197,171,963,26,108,8,2,NA,25,23239,23589,60783,4413,574,143,113129,0.20542036082702,0.208514174084452,0.537289289218503,0.0390085654429899,0.00633789744451025,"CVAP",2022,0.795987042335233,0.195263798016277,"D",60,-60,23328,119,2
12363,"D","Lori Berman","Berman","http://ballotpedia.org/Lori_Berman",26,"Senate",NA,"partisan_cross",0.969512195121951,164,159,1224,5,31,50,7,NA,3,278007,56585,60991,11284,1787,120,410123,0.677862494910064,0.137970803880787,0.148713922408643,0.0275136971103791,0.00464982456482567,"CVAP",2022,0.563280401019839,0.428778046325517,"D",13,-13,12363,30,11
22173,"D","Marie Woodson","Woodson","http://ballotpedia.org/Marie_Woodson",105,"House",NA,"partisan_cross",0.96,225,216,1165,9,13,13,3,NA,13,29710,42069,48510,2645,608,30,123751,0.240078868049551,0.339948768090763,0.391996832348829,0.0213735646580634,0.00515551389483721,"CVAP",2022,0.706116299257616,0.283113673434402,"D",42,-42,22173,109,12
20690,"R","Melony Bell","Bell","http://ballotpedia.org/Melony_Bell",49,"House",NA,"partisan_cross",0.968085106382979,188,182,870,6,155,1,0,71,NA,86116,21633,15903,2747,862,231,127813,0.673765579401156,0.169255083598695,0.124423963133641,0.0214923364602975,0.00855155578853481,"CVAP",2022,0.33971521649783,0.64558036915866,"R",31,31,20690,17,100
20540,"D","Michael Gottlieb","Gottlieb","http://ballotpedia.org/Michael_Gottlieb",102,"House",NA,"partisan_cross",0.939163498098859,263,247,1152,16,135,33,2,NA,16,61978,42687,16063,6071,320,0,128149,0.483640137652264,0.33310443312082,0.125346276599895,0.0473745405738632,0.00249709322741496,"CVAP",2022,0.560482000888739,0.429971927497862,"D",13,-13,20540,91,31
18621,"R","Michael Grant","Grant","http://ballotpedia.org/Michael_Grant",75,"House",NA,"partisan_cross",1,184,184,890,0,24,0,0,15,NA,143424,8163,5015,2581,994,49,160310,0.894666583494479,0.0509200923211278,0.0312831389183457,0.0161000561412264,0.00650614434533092,"CVAP",2022,0.358601371520371,0.630002027628253,"R",27,27,18621,29,96
21920,"D","Michele Rayner-Goolsby","Rayner-Goolsby","http://ballotpedia.org/Michele_Rayner",62,"House",NA,"partisan_cross",0.976851851851852,216,211,894,5,185,38,7,NA,5,48248,20670,48135,2288,878,0,120476,0.400478103522693,0.171569441216508,0.399540157375743,0.0189913343736512,0.00728775855772104,"CVAP",2022,0.706715225106215,0.277613256471178,"D",43,-43,21920,110,11
22167,"R","Michelle Salzman","Salzman","http://ballotpedia.org/Michelle_Salzman",1,"House",NA,"partisan_cross",0.989189189189189,185,183,967,2,87,2,0,44,NA,93182,5978,28447,4157,2070,64,134457,0.693024535725176,0.0444603107313119,0.21156949805514,0.030916947425571,0.0158712450820708,"CVAP",2022,0.35578703985838,0.627247702196038,"R",27,27,22167,25,92
20417,"R","Mike Beltran","Beltran","http://ballotpedia.org/Mike_Beltran",70,"House",NA,"partisan_cross",0.926108374384236,203,188,918,15,39,20,0,83,NA,89574,19818,16820,3475,647,110,130950,0.684032073310424,0.151340206185567,0.128445971744941,0.026536846124475,0.00578083237877052,"CVAP",2022,0.420498888846593,0.566367414370695,"R",15,15,20417,49,73
20958,"R","Mike Caruso","Caruso","http://ballotpedia.org/Mike_Caruso",87,"House",NA,"partisan_cross",0.981220657276995,213,209,841,4,186,2,0,61,NA,108541,15574,9025,3022,550,4,136432,0.795568488331183,0.114152105077988,0.0661501700480826,0.0221502286853524,0.00406063093702357,"CVAP",2022,0.46923417844577,0.520263286251858,"R",5,5,20958,69,52
22022,"R","Mike Giallombardo","Giallombardo","http://ballotpedia.org/Mike_Giallombardo",79,"House",NA,"partisan_cross",0.99581589958159,239,238,1099,1,18,2,0,22,NA,109307,27427,6730,2351,774,19,146916,0.744010182689428,0.186684908383022,0.0458084892047156,0.0160023414740396,0.00539764219009502,"CVAP",2022,0.339826625027757,0.65054016043298,"R",31,31,22022,18,101
24994,"R","Mike Redondo","Redondo","http://ballotpedia.org/Mike_Redondo",118,"House",NA,"partisan_cross",1,100,100,464,0,4,0,0,20,NA,14861,95354,6387,2015,226,20,119330,0.124536998240174,0.799078186541524,0.0535238414480851,0.0168859465348194,0.00206151009804743,"CVAP",2022,0.401692694521773,0.588865768285886,"R",19,19,24994,45,79
21025,"R","Nick DiCeglie","DiCeglie","http://ballotpedia.org/Nick_DiCeglie",18,"Senate",NA,"partisan_cross",0.995215311004785,209,208,1534,1,89,3,0,8,NA,353200,37990,29100,17959,3323,254,442403,0.798367099680608,0.0858719312482058,0.065777130806075,0.0405942093521066,0.00808538820939279,"CVAP",2022,0.455972413910043,0.528409798995671,"R",7,7,21025,23,18
18985,"D","Patricia Hawkins-Williams","Hawkins-Williams","http://ballotpedia.org/Patricia_Hawkins-Williams",98,"House",NA,"partisan_cross",0.961748633879781,183,176,873,7,53,30,2,NA,12,45869,23425,43329,1924,817,49,115663,0.396574531181104,0.202528034029897,0.374614180852995,0.0166345330831813,0.00748726904887475,"CVAP",2022,0.688755297246601,0.301793066419516,"D",39,-39,18985,108,13
22559,"R","Patt Maney","Maney","http://ballotpedia.org/T._Patt_Maney",4,"House",NA,"partisan_cross",0.978339350180505,277,271,1233,6,41,13,1,64,NA,103140,10456,15016,5661,1493,183,137087,0.752368933596913,0.0762727319147695,0.10953627988066,0.0412949440866019,0.012225812805007,"CVAP",2022,0.281036246245633,0.695790841298368,"R",41,41,22559,9,112
17686,"R","Paul Renner","Renner","http://ballotpedia.org/Paul_M._Renner",19,"House",NA,"partisan_cross",1,167,167,718,0,3,0,0,18,NA,117893,12049,13077,3005,1017,80,147250,0.800631578947368,0.0818268251273345,0.0888081494057725,0.0204074702886248,0.00744991511035654,"CVAP",2022,0.388877315538304,0.599128736146865,"R",21,21,17686,37,83
24810,"R","Paula Stark","Stark","http://ballotpedia.org/Paula_Stark",47,"House",NA,"partisan_cross",0.934959349593496,246,230,1076,16,27,1,0,80,NA,37270,70359,10746,3489,581,210,122856,0.303363287100345,0.572694862277789,0.087468255518656,0.0283991013869896,0.00643843198541382,"CVAP",2022,0.53656935107348,0.448999356903169,"D",9,-9,24810,85,33
23351,"R","Peggy Gossett-Seidman","Gossett-Seidman","http://ballotpedia.org/Peggy_Gossett-Seidman",91,"House",NA,"partisan_cross",0.961538461538462,182,175,852,7,39,1,0,74,NA,106655,18710,7124,4178,512,25,137345,0.776548108777167,0.136226291455823,0.0518693800283956,0.030419745895373,0.00390986202628417,"CVAP",2022,0.50033679003862,0.491751340720597,"D",1,-1,23351,80,41
23352,"R","Philip Griffitts","Griffitts","http://ballotpedia.org/Philip_Griffitts",6,"House",NA,"partisan_cross",0.995901639344262,244,243,1096,1,55,1,0,21,NA,110890,6497,14445,3668,1994,155,137830,0.804541826888196,0.0471377784226946,0.104803018210839,0.0266124936515998,0.0155916708989335,"CVAP",2022,0.251567956576438,0.732371312601732,"R",48,48,23352,4,117
24808,"R","Rachel Plakon","Plakon","http://ballotpedia.org/Rachel_Plakon",36,"House",NA,"partisan_cross",0.990740740740741,216,214,1026,2,147,7,0,37,NA,76841,23693,20927,5186,833,8,128063,0.600024987701366,0.18501050264323,0.163411758275224,0.0404956935258428,0.00656708026518198,"CVAP",2022,0.488600853776802,0.496369973980735,"R",1,1,24808,76,44
18056,"R","Ralph Massullo","Massullo","http://ballotpedia.org/Ralph_Massullo_Jr.",23,"House",NA,"partisan_cross",0.99492385786802,197,196,952,1,19,1,0,30,NA,130818,8983,4072,2013,1480,65,148170,0.882891273537153,0.0606263076196261,0.0274819464129041,0.0135857461024499,0.010427211986232,"CVAP",2022,0.280109021226988,0.706527558068437,"R",43,43,18056,7,114
19017,"R","Randy Fine","Fine","http://ballotpedia.org/Randy_Fine",33,"House",NA,"partisan_cross",0.967391304347826,184,178,806,6,197,10,0,72,NA,94434,20757,19942,4554,1355,35,141627,0.666779639475524,0.146561037090385,0.140806484639228,0.032154885720943,0.0098145127694578,"CVAP",2022,0.44254307790264,0.540749405667227,"R",10,10,19017,61,59
21380,"R","Randy Maggard","Maggard","http://ballotpedia.org/Randy_Maggard",54,"House",NA,"partisan_cross",0.987234042553191,235,232,1055,3,84,9,0,52,NA,95965,25495,13129,4721,975,123,140726,0.681928001932834,0.181167659139036,0.0932947713997413,0.0335474610235493,0.00780239614570158,"CVAP",2022,0.405904606831198,0.579433843342701,"R",17,17,21380,47,75
19068,"R","Rick Roth","Roth","http://ballotpedia.org/Rick_Roth",94,"House",NA,"partisan_cross",0.975409836065574,244,238,1033,6,72,4,0,66,NA,78083,23007,24844,3892,802,96,130870,0.596645526094598,0.175800412623214,0.189837243065638,0.0297394360816077,0.00686177122335142,"CVAP",2022,0.477754543552245,0.513375071586123,"R",4,4,19068,73,50
23347,"R","Robert Brackett","Brackett","http://ballotpedia.org/Robert_Brackett",34,"House",NA,"partisan_cross",0.995433789954338,219,218,1049,1,44,1,0,26,NA,120933,13274,10541,2204,945,26,147960,0.817335766423358,0.089713436063801,0.0712422276290889,0.0148959178156258,0.00656258448229251,"CVAP",2022,0.360280302964648,0.628878650023439,"R",27,27,23347,27,94
21701,"D","Robin Bartleman","Bartleman","http://ballotpedia.org/Robin_Bartleman",103,"House",NA,"partisan_cross",0.920502092050209,239,220,1100,19,72,6,7,NA,19,37385,52110,17993,8015,334,210,116840,0.319967476891476,0.445994522423827,0.153996918863403,0.0685980828483396,0.0046559397466621,"CVAP",2022,0.572470089750346,0.418222805786638,"D",15,-15,21701,94,28
23121,"D","Rosalind Osgood","Osgood","http://ballotpedia.org/Rosalind_Osgood",32,"Senate",NA,"partisan_cross",0.921951219512195,205,189,1612,16,79,15,6,NA,8,106169,77829,159498,10862,1966,196,357557,0.29692888126928,0.217668791269644,0.446077128961257,0.0303783732383928,0.00604658837611905,"CVAP",2022,0.737319638964094,0.25350098871032,"D",48,-48,23121,39,2
24962,"R","Ryan Chamberlin","Chamberlin","http://ballotpedia.org/",24,"House",NA,"partisan_cross",1,126,126,545,0,33,2,0,19,NA,101937,19012,15148,2863,725,0,140099,0.727606906544658,0.135704037858943,0.108123541210144,0.0204355491473886,0.00517491202649555,"CVAP",2022,0.357348880968763,0.630692503727752,"R",27,27,24962,26,93
21892,"R","Sam Garrison","Garrison","http://ballotpedia.org/Sam_Garrison",11,"House",NA,"partisan_cross",0.994444444444444,180,179,848,1,33,0,0,33,NA,95857,13241,18138,5071,910,45,133719,0.716853999805562,0.0990210815216985,0.135642653624391,0.0379228082770586,0.00714184222137467,"CVAP",2022,0.299006108770385,0.685613930449786,"R",39,39,21892,11,110
18668,"R","Sam Killebrew","Killebrew","http://ballotpedia.org/Sam_Killebrew",48,"House",NA,"partisan_cross",0.936507936507937,189,177,877,12,70,5,0,79,NA,79507,30892,21361,1908,990,95,134975,0.589049824041489,0.228872013335803,0.158258936840156,0.0141359511020559,0.00803852565289868,"CVAP",2022,0.422421630400199,0.565469549322454,"R",14,14,18668,50,70
23343,"R","Shane Abbott","Abbott","http://ballotpedia.org/Shane_Abbott",5,"House",NA,"partisan_cross",1,207,207,1024,0,15,5,0,11,NA,114435,5382,18526,1331,2529,130,143060,0.799909129036768,0.0376205787781351,0.129498112679994,0.00930378862015937,0.0185866070180344,"CVAP",2022,0.211426026711873,0.777590982518515,"R",57,57,23343,1,120
16026,"D","Shevrin Jones","Jones","http://ballotpedia.org/Shevrin_Jones",34,"Senate",NA,"partisan_cross",0.975903614457831,166,162,1221,4,303,13,7,NA,2,41221,108412,177205,4390,1051,182,332883,0.123830294728178,0.325675988260139,0.532334183481884,0.0131878167404163,0.003704004109552,"CVAP",2022,0.776608664155111,0.213449189487903,"D",56,-56,16026,40,1
20018,"R","Spencer Roach","Roach","http://ballotpedia.org/Spencer_Roach",76,"House",NA,"partisan_cross",0.983193277310924,238,234,991,4,46,3,0,58,NA,122396,15071,8262,1487,904,58,148403,0.824754216558964,0.101554550784014,0.0556727289879585,0.010020013072512,0.00648234873958074,"CVAP",2022,0.319118430644132,0.670677344022554,"R",35,35,20018,14,108
19069,"R","Stan McClain","McClain","http://ballotpedia.org/Stan_McClain",27,"House",NA,"partisan_cross",0.995515695067265,223,222,972,1,31,0,0,25,NA,116981,19269,7982,2659,911,10,147753,0.791733501181025,0.130413595663032,0.0540225917578662,0.0179962504991438,0.00623337597206148,"CVAP",2022,0.316980297339759,0.670989261721518,"R",35,35,19069,13,107
24809,"R","Susan Plasencia","Plasencia","http://ballotpedia.org/Susan_Plasencia",37,"House",NA,"partisan_cross",0.973684210526316,190,185,866,5,37,10,0,69,NA,80191,32981,14106,6874,730,65,135177,0.59322961746451,0.24398381381448,0.104352071728179,0.0508518460980788,0.00588117801105218,"CVAP",2022,0.521971940057576,0.459033576209745,"D",6,-6,24809,83,39
19960,"D","Susan Valdes","Valdes","http://ballotpedia.org/Susan_Valdes",64,"House",NA,"partisan_cross",0.972350230414747,217,211,935,6,59,31,4,NA,7,41387,59378,12589,3480,537,105,117650,0.351780705482363,0.504700382490438,0.107003824904377,0.029579260518487,0.00545686357841054,"CVAP",2022,0.557305402016825,0.425895440559041,"D",13,-13,19960,90,30
